taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
8554674	Tenthredo fulvicornis Mocsary, 1909	8554674	Tenthredo fulvicornis Mocsary, 1909	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Tenthredinidae	7918	Tenthredo	7567423	Tenthredo fulvicornis	8554674	NE
1296353	Diphyus politus (Wesmael, 1855)	1296353	Diphyus politus (Wesmael, 1855)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Diphyus	1296237	Diphyus politus	1296353	NE
4491836	Nematus insignis Hartig, 1840	4491835	Pachynematus insignis (Hartig, 1840)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Tenthredinidae	7918	Pachynematus	1249673	Pachynematus insignis	4491835	NE
10651637	BOLD:ABA9380	10651637	BOLD:ABA9380	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Vespidae	4490	Eumenes	1311630	Eumenes sareptanus	5036827	
1276768	Rhimphoctona xoridiformis (Holmgren, 1860)	1276768	Rhimphoctona xoridiformis (Holmgren, 1860)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Rhimphoctona	1276760	Rhimphoctona xoridiformis	1276768	NE
10237905	BOLD:AAM3798	10237905	BOLD:AAM3798	13	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Crabronidae	7906	Crossocerus	1338935	Crossocerus annulipes	4494871	
10574184	BOLD:ACU1317	10574184	BOLD:ACU1317	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Pygostolus	1249813	Pygostolus sticticus	5023194	
10439822	BOLD:ACR1440	10439822	BOLD:ACR1440	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Thaumatogelis	1285117	Thaumatogelis sylvicola	1285121	
10605115	BOLD:ACK8588	10605115	BOLD:ACK8588	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Eulophidae	5505					
9622756	Sirex dromedarius Fabricius, 1787	4492395	Xiphydria prolongata (Geoffroy, 1785)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Xiphydriidae	6042	Xiphydria	9088735	Xiphydria prolongata	4492395	NE
4504710	Formica paralugubris Seifert, 1999	4504710	Formica paralugubris Seifert, 1999	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica paralugubris	4504710	NE
